"","name","price","log_price","review.point","Owner","category","Distillery","Location","Region","Founded","ABV","n_Distillery"
"768","Glenglassaugh Massandra Connection 35 year old Madeira Wood Finish, 41.7%",665,6.49978704065585,88,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,41.7,19
"769","Glenglassaugh Massandra Connection 41 year old Sherry Wood Finish, 44.5%",1087,6.99117688712121,89,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,44.5,19
"770","Glenglassaugh Octaves Classic, 44%",72,4.27666611901606,84,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,44,19
"771","Glenglassaugh Octaves Peated, 44%",72,4.27666611901606,82,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,44,19
"772","Glenglassaugh Peated Port Wood Finish, 46%",81,4.39444915467244,88,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,46,19
"773","Glenglassaugh Revival, 46%",55,4.00733318523247,82,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,46,19
"774","Glenglassaugh Torfa, 40%",67,4.20469261939097,85,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,40,19
"775","Glenglassaugh, 26 year old, 46%",260,5.56068163101553,90,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,46,19
"776","Glenglassaugh, 30 year old, 43%",694,6.5424719605068,86,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,43,19
"777","Glenglassaugh, 40 year old, 44.6%",2525,7.83399634170946,95,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,44.6,19
"778","Glenglassaugh, 44 year old, 1960 vintage, 41.7%",900,6.80239476332431,83,"Brown-Forman","Single Malt Scotch","Glenglassaugh","Portsoy","Highland",1875,41.7,19
"779","Glengoyne 10 year old, 40%",40,3.68887945411394,85,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,40,17
"780","Glengoyne 15 year old, 43%",75,4.31748811353631,86,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,43,17
"781","Glengoyne 17 year old, 43%",70,4.24849524204936,88,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,43,17
"782","Glengoyne 18 year old, 43%",109,4.69134788222914,88,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,43,17
"783","Glengoyne 1996 Vintage, 43%",68,4.21950770517611,84,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,43,17
"784","Glengoyne 25 year old, 48%",421,6.04263283368238,90,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,48,17
"785","Glengoyne 26 year old single cask #384 distilled 1987, 54.6%",557,6.32256523992728,89,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,54.6,17
"786","Glengoyne 30 year old, 46.8%",800,6.68461172766793,92,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,46.8,17
"787","Glengoyne 35 year old, 46.8%",4640,8.4424696452203,92,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,46.8,17
"788","Glengoyne Christmas Cask, 60.6%",155,5.04342511691925,90,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,60.6,17
"789","Glengoyne Distiller’s Gold 15 year old, 40%",70,4.24849524204936,86,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,40,17
"790","Glengoyne Scottish Oak Wood Finish, 43%",65,4.17438726989564,85,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,43,17
"791","Glengoyne Teapot Dram (Batch 3), 59.4%",92,4.52178857704904,85,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,59.4,17
"792","Glengoyne, 12 year old, 57.2%",50,3.91202300542815,86,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,57.2,17
"793","Glengoyne, 21 year old, 43%",80,4.38202663467388,87,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,43,17
"794","Glengoyne, 40 year old, 45.9%",5730,8.65347080970879,94,"Ian Macleod Distillers","Single Malt Scotch","Glengoyne","Dumgoyne","Highland",1833,45.9,17
"795","Glenkeir Treasures (Ledaig, distilled at Tobermory) 9 year old, 40%",53,3.97029191355212,83,"Distell","Single Malt Scotch","Tobermory","Tobermory, Isle of Mull","Island",1798,40,11
"796","Glenkeir Treasures (distilled at Fettercairn) 6 year old, 40%",53,3.97029191355212,80,"Whyte & Mackay","Single Malt Scotch","Fettercairn","Fettercairn","Highland",1824,40,4
"797","Glenkinchie 12 year old, 43%",60,4.0943445622221,81,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,43,8
"798","Glenkinchie 20 year old, 55.1%",189,5.24174701505964,89,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,55.1,8
"799","Glenkinchie 2000 Amontillado Finish Distillers Edition, 43%",92,4.52178857704904,85,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,43,8
"800","Glenkinchie 24 year old, 57.5%",450,6.10924758276437,86,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,57.5,8
"801","Glenkinchie Distillers Edition 1996, 43%",70,4.24849524204936,84,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,43,8
"802","Glenkinchie Distillers Edition, 1991 vintage, 43%, $65",65,4.17438726989564,84,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,43,8
"803","Glenkinchie, 12 years old, 43%",50,3.91202300542815,83,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,43,8
"804","Glenkinchie, 59.3%",97,4.57471097850338,80,"Diageo","Single Malt Scotch","Glenkinchie","Pencaitland","Lowland",1837,59.3,8
"805","Glenlivet 18 year old, 43%",100,4.60517018598809,88,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,43,45
"806","Glenlivet 21 year old Archive, 43%",220,5.39362754635236,92,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,43,45
"807","Glenlivet Archive, 21 year old, 43%",130,4.86753445045558,89,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,43,45
"808","Glenlivet Nadurra Islay Cask, 61.5%",89,4.48863636973214,83,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,61.5,45
"809","Glenmorangie 15 Year Old Nectar d’Or, 46%",62,4.12713438504509,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"810","Glenmorangie 1981 Sauternes, Wood Finish, 46%",300,5.7037824746562,90,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"811","Glenmorangie A Midwinter Night's Dram, 43%",58,4.06044301054642,87,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"812","Glenmorangie Artein, 46%",80,4.38202663467388,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"813","Glenmorangie Astar 2017, 52.5%",100,4.60517018598809,94,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,52.5,34
"814","Glenmorangie Astar, 57.1%",85,4.44265125649032,93,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,57.1,34
"815","Glenmorangie Bacalta, 46%",100,4.60517018598809,91,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"816","Glenmorangie Burgundy Wood Finish, 43%",65,4.17438726989564,82,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"817","Glenmorangie Cadboll, 43%",115,4.74493212836325,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"818","Glenmorangie Companta, 46%",99,4.59511985013459,90,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"819","Glenmorangie Dornoch Limited Edition, 43%",92,4.52178857704904,84,"Independent","Single Malt Scotch","Dornoch","Dornoch","Highland",2016,43,1
"820","Glenmorangie Dornoch Limited Edition, 43%",92,4.52178857704904,84,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"821","Glenmorangie Duthac, 43%",86,4.45434729625351,86,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"822","Glenmorangie Ealanta Private Edition, 46%",119,4.77912349311153,90,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"823","Glenmorangie Finealta, 46%",80,4.38202663467388,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"824","Glenmorangie Grand Vintage Malt 1990, 43%",615,6.42162226780652,92,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"825","Glenmorangie Lasanta, 46%",65,4.17438726989564,79,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"826","Glenmorangie Margaux Cask Finish, 18 year old, 1987 Vintage, 46%",450,6.10924758276437,90,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"827","Glenmorangie Milsean, 46%",99,4.59511985013459,89,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"828","Glenmorangie Nectar D'or, 46%",75,4.31748811353631,89,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"829","Glenmorangie Original, 10 year old, 43%",45,3.80666248977032,93,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"830","Glenmorangie Pride 1981, 56.7%",2850,7.9550742732627,93,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,56.7,34
"831","Glenmorangie Quinta Ruban, 46%",70,4.24849524204936,87,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"832","Glenmorangie Signet, 46%",205,5.32300997913841,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"833","Glenmorangie Sonnalta PX, 46%",70,4.24849524204936,90,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"834","Glenmorangie Spìos, 46%",99,4.59511985013459,89,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"835","Glenmorangie Taghta, 46%",99,4.59511985013459,84,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"836","Glenmorangie Tain L'Hermitage Wood Finish, 1975 Vintage, 46%",200,5.29831736654804,89,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"837","Glenmorangie Tarlogan, 43%",82,4.40671924726425,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"838","Glenmorangie Tùsail, 46%",111,4.70953020131233,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,46,34
"839","Glenmorangie, 15 year old, 43%",57,4.04305126783455,88,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"840","Glenmorangie, 18 year old, 43%",135,4.90527477843843,89,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"841","Glenmorangie, 1977 Vintage, 43%",200,5.29831736654804,87,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"842","Glenmorangie, 25 year old, 43%",875,6.77422388635761,91,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"843","Glenmorangie, Cote de Nuits Finish, 1975, 43%",300,5.7037824746562,92,"LVMH","Single Malt Scotch","Glenmorangie","Tain","Highland",1843,43,34
"844","Glenrothes 1978, 43%",322,5.77455154554441,87,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"845","Glenrothes 1979 Editor’s Cask #3828, 52.1%",956,6.8627579130514,86,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,52.1,47
"846","Glenrothes 1988, 43%",140,4.9416424226093,88,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"847","Glenrothes 1995 American Oak, 45%",123,4.81218435537242,89,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,45,47
"848","Glenrothes 1995, 43%",80,4.38202663467388,86,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"849","Glenrothes 1996 Editor’s Cask #9973, 57%",375,5.92692602597041,77,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,57,47
"850","Glenrothes 2001 (bottled 2012), 43%",67,4.20469261939097,83,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"851","Glenrothes 32 year old, 1972 Vintage, 43%",160,5.07517381523383,92,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"852","Glenrothes Elders’ Reserve, 43%",158,5.06259503302697,88,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"853","Glenrothes Manse Reserve, 43%",54,3.98898404656427,88,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"854","Glenrothes Minister’s Reserve, 43%",188,5.23644196282995,90,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"855","Glenrothes Peated Cask Reserve, 40%",61,4.11087386417331,79,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,40,47
"856","Glenrothes Select Reserve, 40%",45,3.80666248977032,84,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,40,47
"857","Glenrothes Sherry Cask Reserve, 40%",88,4.47733681447821,85,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,40,47
"858","Glenrothes Vintage 1988 2nd Edition, 44.1%",485,6.18414889093748,92,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,44.1,47
"859","Glenrothes Vintage Reserve, 40%",60,4.0943445622221,87,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,40,47
"860","Glenrothes Vintage Reserve, 40%",55,4.00733318523247,89,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,40,47
"861","Glenrothes, 1985 vintage, 43%",125,4.8283137373023,88,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"862","Glenrothes, 1987 vintage, 43%",100,4.60517018598809,91,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"863","Glenrothes, 1991 Vintage, 43%",80,4.38202663467388,88,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"864","Glenrothes, 1994 Vintage, $43%",78,4.35670882668959,87,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"865","Glenrothes, 20 year old, 1984 Vintage, 43%",83,4.4188406077966,85,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"866","Glenrothes, Cask # 13458, 1979 vintage, 43%",995,6.90274273715859,80,"Edrington","Single Malt Scotch","Glenrothes","Rothes","Speyside",1879,43,47
"867","Glenturret 10 year old, 40%",49,3.89182029811063,85,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,40,16
"868","Glenturret 26 year old 1986 (Hunter Laing/The Glenturret), 46.8%",505,6.22455842927536,85,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,46.8,16
"869","Glenturret Fly’s 16 Masters Edition,  44%",124,4.82028156560504,88,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,44,16
"870","Glenturret Peated Edition, 46%",73,4.29045944114839,82,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,46,16
"871","Glenturret Sherry Edition, 46%",73,4.29045944114839,83,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,46,16
"872","Glenturret The Brock Malloy Edition, 46.8%",313,5.74620319054015,89,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,46.8,16
"873","Glenturret Triple Wood, 46%",73,4.29045944114839,82,"Lalique Group","Single Malt Scotch","Glenturret","Crieff","Highland",1763,46,16
"874","Gold Bowmore, 1964 vintage, 42.4%",6250,8.74033674273045,96,"Beam Suntory","Single Malt Scotch","Bowmore","Bowmore","Islay",1779,42.4,59
"875","Gordon & MacPhail 'Connoisseurs Choice' (distilled at Bladnoch), 13 year old, 1991 Vintage, 46%",70,4.24849524204936,89,"David Prior","Single Malt Scotch","Bladnoch","Wigtown","Lowland",1817,46,11
"876","Gordon & MacPhail 'Connoisseurs Choice' (distilled at Caol Ila), 13 year old, 1991 vintage, 46%",70,4.24849524204936,85,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,46,50
"877","Gordon & MacPhail ('Smith's Glenlivet'), 21 year old, 43%",125,4.8283137373023,86,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,43,45
"878","Gordon & MacPhail (distilled at Arran) 2006, 46%",45,3.80666248977032,84,"Isle of Arran Distillers Ltd.","Single Malt Scotch","Arran","Lochranza","Island",1995,46,37
"879","Gordon & MacPhail (distilled at Brora), 24 year old, 1982 vintage, 43%",250,5.52146091786225,85,"Diageo","Single Malt Scotch","Brora","Brora","Highland",1819,43,15
"880","Gordon & MacPhail (distilled at Caol Ila) 15 year old, 40%",85,4.44265125649032,88,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,40,50
"881","Gordon & MacPhail (distilled at Caol Ila), 12 year old, 1991 Vintage, 40%",60,4.0943445622221,82,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,40,50
"882","Gordon & MacPhail (distilled at Caol Ila), 14 year old, 1991 vintage, 46%",75,4.31748811353631,89,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,46,50
"883","Gordon & MacPhail (distilled at Caol Ila), 8 year old, 1996 vintage, 58.1%",55,4.00733318523247,87,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,58.1,50
"884","Gordon & MacPhail (distilled at Caol Ila), cask #00/3454, 15 year old, 1991 vintage, 46%",85,4.44265125649032,83,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,46,50
"885","Gordon & MacPhail (distilled at Caol Ila), cask #12903, 1998 vintage, 8 year old, 46%",65,4.17438726989564,79,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,46,50
"886","Gordon & MacPhail (distilled at Glen Grant) 60 year old, 42.3%",12000,9.39266192877014,92,"Campari","Single Malt Scotch","Glen Grant","Rothes","Speyside",1840,42.3,27
"887","Gordon & MacPhail (distilled at Glen Grant), 1966, 41 year old, 49.4%",512,6.23832462503951,90,"Campari","Single Malt Scotch","Glen Grant","Rothes","Speyside",1840,49.4,27
"888","Gordon & MacPhail (distilled at Glenburgie) 1990 21 year old, 43%",130,4.86753445045558,84,"Chivas Brothers","Single Malt Scotch","Glenburgie","Morayshire","Speyside",1810,43,7
"889","Gordon & MacPhail (distilled at Glencadam), 31 year old, 1974 vintage, 43%",120,4.78749174278205,85,"Angus Dundee Distiller","Single Malt Scotch","Glencadam","Angus","Highland",1825,43,10
"890","Gordon & MacPhail (distilled at Glenlossie), 27 year old, 1978 vintage, cask #1815",90,4.49980967033027,82,"Diageo","Single Malt Scotch","Glenlossie","Elgin","Speyside",1876,NA,2
"891","Gordon & MacPhail (distilled at Glentauchers) 11 year old, 46%",60,4.0943445622221,86,"Chivas Brothers","Single Malt Scotch","Glentauchers","Mulben","Speyside",1897,46,6
"892","Gordon & MacPhail (distilled at Glentauchers), 14 year old, 43%",65,4.17438726989564,84,"Chivas Brothers","Single Malt Scotch","Glentauchers","Mulben","Speyside",1897,43,6
"893","Gordon & MacPhail (distilled at Highland Park), 12 year old, 1992 Vintage, 58.1%",70,4.24849524204936,81,"Edrington","Single Malt Scotch","Highland Park","Kirkwall","Island",1798,58.1,62
"894","Gordon & MacPhail (distilled at Linkwood) 15 year old, 43%",80,4.38202663467388,83,"Diageo","Single Malt Scotch","Linkwood","Elgin","Speyside",1821,43,11
"895","Gordon & MacPhail (distilled at Longmorn) 30 year old, 40%",140,4.9416424226093,84,"Chivas Brothers","Single Malt Scotch","Longmorn","Elgin","Speyside",1893,40,19
"896","Gordon & MacPhail (distilled at Longmorn), 15 year old, 1989 vintage, 46%",65,4.17438726989564,83,"Chivas Brothers","Single Malt Scotch","Longmorn","Elgin","Speyside",1893,46,19
"897","Gordon & MacPhail (distilled at Macallan) 1970 41 year old, 43%",700,6.5510803350434,90,"Edrington","Single Malt Scotch","Macallan","Craigellachie","Speyside",1824,43,54
"898","Gordon & MacPhail (distilled at Miltonduff) Cask No. 9461, 56.3%",97,4.57471097850338,83,"Chivas Brothers","Single Malt Scotch","Miltonduff","Elgin","Speyside",1824,56.3,7
"899","Gordon & MacPhail (distilled at Mortlach) 15 year old, 43%",80,4.38202663467388,82,"Diageo","Single Malt Scotch","Mortlach","Dufftown","Speyside",1823,43,23
"900","Gordon & MacPhail (distilled at Mortlach), 11 year old,k 1993 vintage, 60.7%",80,4.38202663467388,93,"Diageo","Single Malt Scotch","Mortlach","Dufftown","Speyside",1823,60.7,23
"901","Gordon & MacPhail (distilled at Mortlach), 36 year old, 1970 vintage, 43%",250,5.52146091786225,92,"Diageo","Single Malt Scotch","Mortlach","Dufftown","Speyside",1823,43,23
"902","Gordon & MacPhail (distilled at Mortlach), cask #8173, 1994 vintage, 13 year old, 58.5%",95,4.55387689160054,86,"Diageo","Single Malt Scotch","Mortlach","Dufftown","Speyside",1823,58.5,23
"903","Gordon & MacPhail (distilled at Old Pulteney), 35 year old, 1969 vintage, 43%",200,5.29831736654804,91,"Inver House Distillers","Single Malt Scotch","Pulteney","Wick","Highland",1826,43,22
"904","Gordon & MacPhail (distilled at Port Ellen), 1982 vintage, 24 year old, 40%",250,5.52146091786225,73,"Diageo","Single Malt Scotch","Port Ellen","Port Ellen","Islay",1825,40,18
"905","Gordon & MacPhail (distilled at Pulteney) 21 year old, 43%",120,4.78749174278205,87,"Inver House Distillers","Single Malt Scotch","Pulteney","Wick","Highland",1826,43,22
"906","Gordon & MacPhail (distilled at Rosebank) 1989 Vintage, 10 year old, 40%",50,3.91202300542815,84,"Ian Macleod Distillers","Single Malt Scotch","Rosebank","Falkirk","Lowland",1798,40,13
"907","Gordon & MacPhail (distilled at Rosebank), cask #1536, 1991 vintage, 13 year old, 59.3%",100,4.60517018598809,79,"Ian Macleod Distillers","Single Malt Scotch","Rosebank","Falkirk","Lowland",1798,59.3,13
"908","Gordon & MacPhail (distilled at Strathisla) 1967, 43%",763,6.63725803128446,91,"Chivas Brothers","Single Malt Scotch","Strathisla","Keith","Speyside",1786,43,12
"909","Gordon & MacPhail (distilled at Strathisla) 40 year old, 40%",200,5.29831736654804,89,"Chivas Brothers","Single Malt Scotch","Strathisla","Keith","Speyside",1786,40,12
"910","Gordon & MacPhail (distilled at Strathisla), 1963, 40%",275,5.61677109766657,92,"Chivas Brothers","Single Malt Scotch","Strathisla","Keith","Speyside",1786,40,12
"911","Gordon & MacPhail (distilled at Strathisla), Cask #8510, 25 year old, 48.7%",185,5.22035582507832,84,"Chivas Brothers","Single Malt Scotch","Strathisla","Keith","Speyside",1786,48.7,12
"912","Gordon & MacPhail (distilled at Tamnavulin), 43%, 1989 Vintage, 40%",50,3.91202300542815,86,"Whyte & Mackay","Single Malt Scotch","Tamnavulin","Tomnavoulin","Speyside",1966,43,2
"913","Gordon & MacPhail (distilled at Tomintoul), cask #644, 1967 vintage, 40 year old, 49.4%",260,5.56068163101553,92,"Angus Dundee Distiller","Single Malt Scotch","Tomintoul","Ballindalloch","Speyside",1964,49.4,13
"914","Gordon & MacPhail 10 year old (distilled at Glen Grant), 40%",50,3.91202300542815,87,"Campari","Single Malt Scotch","Glen Grant","Rothes","Speyside",1840,40,27
"915","Gordon & MacPhail 1954 (distilled at Glen Grant), 40%",2020,7.61085279039525,90,"Campari","Single Malt Scotch","Glen Grant","Rothes","Speyside",1840,40,27
"916","Gordon & MacPhail 1977 (distilled at Strathisla), 48.5%",698,6.54821910276237,90,"Chivas Brothers","Single Malt Scotch","Strathisla","Keith","Speyside",1786,48.5,12
"917","Gordon & MacPhail 8 year old (distilled at Pulteney), 40%",45,3.80666248977032,85,"Inver House Distillers","Single Malt Scotch","Pulteney","Wick","Highland",1826,40,22
"918","Gordon & MacPhail Cask Strength 1995 (distilled at Aberfeldy), 55.8%",95,4.55387689160054,87,"Bacardi","Single Malt Scotch","Aberfeldy","Aberfeldy","Highland",1896,55.8,13
"919","Gordon & MacPhail Cask Strength 2005 (distilled at Caol Ila), 57.3%",100,4.60517018598809,89,"Diageo","Single Malt Scotch","Caol Ila","Port Askaig","Islay",1846,57.3,50
"920","Gordon & MacPhail Connoisseurs Choice (distilled at Clynelish) 1996, 46%",101,4.61512051684126,86,"Diageo","Single Malt Scotch","Clynelish","Brora","Highland",1967,46,26
"921","Gordon & MacPhail Connoisseurs Choice (distilled at Macduff) 2000, 46%",76,4.33073334028633,87,"Bacardi","Single Malt Scotch","Macduff","Banff","Highland",1960,46,4
"922","Gordon & MacPhail Connoisseurs Choice 1997 (distilled at Tomatin), 46%",92,4.52178857704904,85,"Takara Shuzo Co","Single Malt Scotch","Tomatin","Tomatin","Highland",1897,46,33
"923","Gordon & MacPhail Connoisseurs Choice 1999 (Ledaig, distilled at Tobermory), 46%",78,4.35670882668959,84,"Distell","Single Malt Scotch","Tobermory","Tobermory, Isle of Mull","Island",1798,46,11
"924","Gordon & MacPhail Connoisseurs’ Choice 1998 Ledaig (distilled at Tobermory), 43%",72,4.27666611901606,83,"Distell","Single Malt Scotch","Tobermory","Tobermory, Isle of Mull","Island",1798,43,11
"925","Gordon & MacPhail Distillery Labels (distilled at Balblair) 10 year old, 43%",45,3.80666248977032,86,"Inver House Distillers","Single Malt Scotch","Balblair","Edderton","Highland",1790,43,22
"926","Gordon & MacPhail Distillery Labels 10 year old (distilled at Scapa), 43%",65,4.17438726989564,87,"Chivas Brothers","Single Malt Scotch","Scapa","Kirkwall","Island",1885,43,8
"927","Gordon & MacPhail Generations: The Glenlivet 70 year old, 45.9%",21000,9.95227771670556,90,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,45.9,45
"928","Gordon & MacPhail Private Collection (distilled at Old Pulteney), cask #06/125, 1994 vintage, 45%",100,4.60517018598809,89,"Inver House Distillers","Single Malt Scotch","Pulteney","Wick","Highland",1826,45,22
"929","Gordon & MacPhail Private Collection Balblair 1991 Crozes-Hermitage Finish, 45%",140,4.9416424226093,86,"Inver House Distillers","Single Malt Scotch","Balblair","Edderton","Highland",1790,45,22
"930","Gordon & MacPhail Private Collection: The Glenlivet Decades 1954 50.6%",2050,7.62559507213245,92,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,50.6,45
"931","Gordon & MacPhail Private Collection: The Glenlivet Decades 1963, 40.6%",1230,7.11476944836646,90,"Chivas Brothers","Single Malt Scotch","Glenlivet","Ballindalloch","Speyside",1824,40.6,45
